,index,Intercept,ex_long,ex_short_L1,ex_short_L2,ex_short_L3,hs2,hs2_name,p_Intercept,p_ex_long,p_ex_short_L1,p_ex_short_L2,p_ex_short_L3,count
39,12,2.1511474439586653,0.12933567180085015,0.013252928829919835,0.028428072429424606,0.2681431497592814,12,Oil seeds and oleaginous fruits; miscellaneous grains  seeds and fruit; industrial or medicinal plants; straw and fodder.,0.003829264483489858,0.3953671070893181,0.9223713504341029,0.8528997047347355,0.22294107747307357,2831
40,46,-0.7051578734907791,0.12766920197426135,1.9274401967597325,4.141699762489023,8.72601746916016,46,Manufactures of straw  of esparto or of other plaiting materials; basketware and wickerwork.,0.8543573376253204,0.8332074256790776,0.16950860177787952,0.03512420706619612,0.5767301452987081,810
41,45,0.6839088487298197,0.11617067338508047,0.2156777601916519,-1.2266797171444028,-0.8932151413251128,45,Cork and articles of cork.,0.8127868116334529,0.9321866472742784,0.8137719986982699,0.4433926623148283,0.7556175851758937,608
42,38,1.4197764417956618,0.11604341991549237,0.18872068939370001,0.1713293918891939,0.1222643374548759,38,Miscellaneous chemical products.,0.0010567084928603254,0.05345748969139441,0.13209829560395692,0.23696944134770992,0.6376479878403347,4038
43,84,2.000087860914345,0.1111587387009314,0.18621549676978136,0.05238235238480263,1.28078131602016,84,Machines,8.789466932057621e-10,0.03782712933052168,0.09167597091661128,0.80161179178896,0.006365266099706446,4353
44,96,1.1044560929816152,0.104334772546467,0.2293046851068312,0.2941938817362429,-0.3993275697698959,96,Miscellaneous manufactured articles.,0.004499258675527473,0.12323036963481537,0.031124700521729887,0.1303791298854755,0.09822049490930418,3909
45,37,0.8199735091751897,0.09762972011040973,0.26608909126639124,0.0002006235616856227,-0.26734778641026846,37,Photographic or cinematographic goods.,0.037517433170797254,0.38092426301530313,0.01161656752164264,0.9991103284696197,0.4300688160295105,3668
46,68,1.2174658102509923,0.08674428594610076,0.25097230673119,0.4467816600881491,-0.023854600602496286,68,Articles of stone  plaster  cement  asbestos  mica or similar materials.,0.002321925234430422,0.19142477745835906,0.02612733996145744,0.019032386400833934,0.9431641832360786,3632
47,81,-0.317406963434784,0.07214776524468294,1.1712989294955547,-0.7136021617816886,0.1310242307015689,81,Other base metals; cermets; articles thereof.,0.8783591428525408,0.8732544727076299,0.1981381352115097,0.6846330339232356,0.9589355078860682,2480
48,34,2.586878534686929,0.06767413214908598,0.1320212242607,0.1996488907936534,-0.06753567036843244,34,Soap  organic surface-active agents  washing preparations  lubricating preparations  artificial waxes  prepared waxes  polishing or scouring preparations  candles and similar articles  modelling pastes  dental waxes and dental preparations with a basis of plaster.,2.3440661500728766e-07,0.3949413386258489,0.35375896211880864,0.3326347246683019,0.8685065239189731,3471
49,33,2.4298358035477388,0.06658836672947603,0.023845039938139762,0.06304537116400974,0.3141583940115344,33,Essential oils and resinoids; perfumery  cosmetic or toilet preparations.,0.00011526262897598727,0.5338492096697478,0.872694011541272,0.8296976675170245,0.6027386035042592,3182
50,76,2.1624542177468107,0.06053105536739062,-0.6115317694761847,0.2611108138349752,-0.8962162865791737,76,Aluminium and articles thereof.,0.0024088209119275117,0.5434053181177223,0.014022001045335353,0.572449673752542,0.34001366594405935,3054
51,82,3.1168729425009047,0.04883861679062142,0.31595802642836823,0.5743954261727267,-0.20184216598668453,82,Tools  implements  cutlery  spoons and forks  of base metal; parts thereof of base metal.,6.856255563292279e-10,0.3204295314384975,0.11063008510973193,0.05233033680577748,0.7895750186951256,3961
52,40,0.7881709157131197,0.037641390592365945,0.17379417463373567,0.21375119515237362,0.2925889632003638,40,Rubber and articles thereof.,0.005720784301171511,0.629788502538196,0.03856617217616276,0.20643795480663663,0.2259658594473748,4232
53,58,0.466720153393111,0.03485226111272366,-0.7203833567587326,0.1412379746497516,-1.2702147569908024,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,0.5816700210429897,0.7697227059194609,0.0003806087400859415,0.6543610897694703,0.01358961398763614,2512
54,39,1.5358800814117082,0.03470177582654681,0.09413095582437005,0.27282847529290705,-0.41111608750981754,39,Plastics and articles thereof.,0.00010651063226352342,0.5679493520671821,0.41305912255033883,0.19977214183974157,0.41518662041754606,4025
55,49,0.7894821234551274,0.015067359663538562,0.08787365917152469,-0.05698576410776277,-0.38442404873054653,49,Printed books  newspapers  pictures and other products of the printing industry; manuscripts  typescripts and plans.,0.1041762038974412,0.8684639336995006,0.4816753335973796,0.7789883336074017,0.3550462569966677,3454
56,48,1.0343607856212322,0.013319009575568024,0.39550893413126537,-0.05177190002652639,2.141495141390701,48,Paper and paperboard; articles of paper pulp  of paper or of paperboard.,0.022857352676283638,0.8695446558297966,0.0021727821638355405,0.8493402508939649,0.009370488899765217,3659
57,74,0.8880131364028668,0.012892712250513116,-0.18453751189582296,0.06622272687504992,-0.8346892869413046,74,Copper and articles thereof.,0.16574261882200836,0.9283725348075569,0.3040773817054383,0.8552865405211483,0.38201813899670745,3078
58,55,1.690767295687108,0.007160866982285394,0.20907719278917108,0.07690892509455576,-0.244527861163363,55,Man-made staple fibres.,0.021008226255160745,0.9625821259268699,0.2510523522007564,0.8149062863624548,0.7385730582968741,2950
59,73,3.0632033836719867,-0.0001688000008336311,-0.27252864269575383,0.24295140540771398,0.3705641473318103,73,Articles of iron or steel.,1.7013965791790042e-09,0.9976952471425626,0.17401560612536615,0.3443938494431651,0.4649039247257969,3965
60,70,1.8240361635381668,-0.008220510031957312,-0.6829572595884714,0.8018410756147407,0.9470031594435865,70,Glass and glassware.,7.609352159754224e-05,0.9249773865287456,0.00020627202529155397,0.0030817274100600756,0.1276787340370651,3598
61,87,0.8622544838342555,-0.010037059114819365,0.5641310033548314,0.7315969065346752,1.2685648785670873,87,Vehicles other than railway or tramway rolling-stock  and parts and accessories thereof.,0.004305103281739386,0.8952437919191161,1.5575799652056688e-05,0.006462579745357022,0.12072485325979332,4270
62,79,-0.5604550739688742,-0.012669505565601038,-0.1861751418325698,0.08620279678011046,0.09767874755652894,79,Zinc and articles thereof.,0.6200022917063173,0.9179846793725435,0.4124114564967032,0.8344984605490482,0.9503543362385105,1629
63,69,1.967736800779417,-0.019767075008142367,0.3667355246253222,0.40642224680182093,1.129750722779443,69,Ceramic products.,0.004683337444201019,0.88715525731879,0.03099199103426753,0.17514482090942995,0.054379837978515644,3291
64,85,1.7162402925634073,-0.026612344314416825,0.14371916831498205,-0.0015671975407492553,2.236932884080186,85,Electrical machinery and equipment and parts thereof; sound recorders and reproducers  television image and sound recorders and reproducers  and parts and accessories of such articles.,1.3986620608363864e-06,0.6696314239830734,0.27167093518860486,0.9949201389006603,0.0003039642942548326,4284
65,94,1.9159124066301985,-0.041880327496642104,0.04346576472449238,-0.015260904649334908,1.2641931721236883,94,Furniture; bedding  mattresses  mattress supports  cushions and similar stuffed furnishings; lamps and lighting fittings  not elsewhere specified or included; illuminated signs  illuminated name-plates and the like; prefabricated buildings.,0.0022103710177616698,0.5984468602756174,0.8258017054643958,0.9566489398844713,0.02755205360451929,3361
66,27,4.828743192718425,-0.05517165658887165,-0.3320292140130481,0.2694073313790824,0.968738163366245,27,Mineral fuels  mineral oils and products of their distillation; bituminous substances; mineral waxes.,9.976350405338508e-06,0.6850222841526734,0.2241016849969466,0.6279815034708092,0.4526637696741438,3096
67,89,2.3481232197834925,-0.06060360915080792,1.0000650295063895,-0.6937665484279791,0.6757510948093558,89,Ships  boats and floating structures.,0.35477443627207883,0.747413906307484,0.205581518778283,0.5436939940330912,0.7025777324513038,1843
68,30,5.769532526179701,-0.08087086692640316,-0.1767706436770629,-0.042516309296939905,-1.431973875632448,30,Pharmaceutical products.,2.220446049250313e-16,0.28172326743585696,0.30290024125946124,0.8836767946811686,0.010379340446738938,3777
69,56,2.075156036253515,-0.10237274347932235,-0.08441645707392299,0.24143877666283403,0.9279845680776112,56,Wadding  felt and nonwovens; special yarns; twine  cordage  ropes and cables and articles thereof.,0.00038939499168599845,0.24046770262475947,0.552939195288201,0.3314396205731338,0.11970627769437359,3215
70,95,1.4990441351999522,-0.11556275587003602,0.5154716908769775,0.08674549314241947,-0.050723778334513726,95,Toys  games and sports requisites; parts and accessories thereof.,0.0025613998778875047,0.21729990539900523,2.6495324471076387e-05,0.6471403169218513,0.8738149466884806,3769
71,32,1.8908793485645294,-0.11947698114878745,0.2459795809259305,-0.10253150383570851,-0.4486328487949079,32,Tanning or dyeing extracts; tannins and their derivatives; dyes  pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.,3.111846880665681e-05,0.1104209029336336,0.06587645140128795,0.6305430375312278,0.4356826278962622,3570
72,18,-0.19478825202782482,-0.12398669844541058,-0.10243703185617192,0.44348133751053653,0.4690729934057982,18,Cocoa and cocoa preparations.,0.9403812568658456,0.9458564121256194,0.8269637719886913,0.6199076422778802,0.7618764339396336,1131
73,51,3.2797078562262287,-0.1920337516918,2.2578697997946477,-0.6064005530528064,0.8088083250514252,51,Wool  fine or coarse animal hair; horsehair yarn and woven fabric.,0.1845860225015581,0.6698374862744498,0.01033529496668506,0.5165397778964449,0.53791600433031,1638
74,59,2.324525242097425,-0.22983957935396224,0.3073300102193447,0.5394900105125845,0.26152421682295784,59,Impregnated  coated  covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.,5.035775918482699e-06,0.0031787161244263284,0.014420933226518384,0.013881039600761591,0.5469470318033012,3389
75,60,0.9061717201847345,-0.23163377988709677,-0.19370401687336794,0.8045240704381478,1.243715739030778,60,Knitted or crocheted fabrics.,0.56215855207987,0.6091882996341247,0.49871651865959366,0.229613702948817,0.2519433802127564,2659
76,62,3.7057228181812674,-0.23339256962872149,-0.22881010423724554,-0.5186526763113486,0.32399877941031374,62,Articles of apparel and clothing accessories  not knitted or crocheted.,8.56624457756805e-05,0.09663601103382469,0.2013781824098042,0.0697477986135644,0.4650356035093095,2494
77,83,0.06602812549829441,-0.23439307674770565,0.7582661168869945,0.2620028076205583,-0.1970145147140319,83,Miscellaneous articles of base metal.,0.8890167807852958,0.015156081398559618,3.541681754981596e-06,0.2723050311988384,0.7145634848979134,3581
78,28,3.5773026577459994,-0.24069555391058586,-0.18874510067307967,0.42494128981050366,0.627800633768099,28,Inorganic chemicals; organic or inorganic compounds of precious metals  of rare-earth metals  of radioactive elements or of isotopes.,1.0242333647880741e-09,0.02179005393341993,0.15344814987884403,0.04050462161508839,0.04436770146116631,3184
79,88,2.472209664242149,-0.3661409889335983,-0.19887053121334883,3.6561852549582547,-7.469742375495685,88,Aircraft  spacecraft  and parts thereof.,0.36885827354525236,0.5343113334927696,0.8469694206455356,0.022561279761018627,0.28491266436811324,2188
80,14,2.448563691022185,-0.43531648013329105,-2.3128306657538187,0.18922600776487214,3.4898819233303406,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,0.49088420104233865,0.5463398388256966,0.033054732681071064,0.9086773112471362,0.40479292813145706,745
81,31,6.074427555232016,-0.4636532947509143,0.4807300733759254,0.9325345516443998,-0.3725829077917712,31,Fertilisers.,0.01620429060894879,0.5002571154661406,0.47718280714573735,0.2855035039981848,0.3815650129840402,1416
82,52,4.385814985773332,-0.8551778631659722,0.7362943138530449,2.871263911031245,-0.6101210464962429,52,Cotton.,0.010750783819894805,0.07664287341318743,0.21788287660172556,0.0033105157977613153,0.7338533469423854,2518
83,15,7.5911704351169424,-0.9714545149413311,-0.8411928669170935,1.1534559456684983,3.473584379809407,15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,0.00015627791506922506,0.03563429820269581,0.16333237543170398,0.1681183513798843,0.008378962926251843,2091
84,67,5.417845619020729,-1.2410707900989386,0.8099852379253099,0.37129335586713746,0.7021235538199215,67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,0.08462687445203243,0.13856380921361922,0.30882501841310206,0.48038224224432646,0.49782971733667125,876
85,75,7.578965746559966,-1.4647780236375676,1.8260762821726444,4.404830957884805,2.589577169838918,75,Nickel and articles thereof.,0.0024267726367572795,0.01033529756577023,0.12106764745078524,0.10334585175238642,0.32659754088269666,2058
86,53,14.699324435525623,-1.9005698049676465,3.606985772169819,2.0518830960110193,-0.2022626248872107,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn.,0.0002578632118062085,0.0017593812424396837,0.011253864593415264,0.06939518839673453,0.9103068962465193,1021
